1
389.0000,470.0000,59.0000,64.0000
394.0000,465.0000,60.0000,65.0000
402.0000,459.0000,62.0000,66.0000
405.0000,456.0000,61.0000,66.0000
401.0000,456.0000,62.0000,67.0000
388.0000,459.0000,65.0000,66.0000
378.0000,463.0000,67.0000,65.0000
368.0000,471.0000,69.0000,64.0000
370.0000,489.0000,69.0000,64.0000
381.0000,505.0000,68.0000,65.0000
385.0000,506.0000,68.0000,65.0000
391.0000,503.0000,68.0000,65.0000
395.0000,500.0000,68.0000,65.0000
2
0
0
0
0
1
911.0000,388.0000,74.0000,42.0000
976.0000,378.0000,76.0000,41.0000
1036.0000,371.0000,76.0000,40.0000
1088.0000,362.0000,77.0000,39.0000
1141.0000,355.0000,77.0000,39.0000
1194.0000,346.0000,77.0000,39.0000
1245.0000,336.0000,77.0000,39.0000
1290.0000,328.0000,77.0000,38.0000
1342.0000,319.0000,77.0000,37.0000
1385.0000,310.0000,77.0000,37.0000
1421.0000,301.0000,76.0000,36.0000
1457.0000,293.0000,76.0000,36.0000
1493.0000,286.0000,75.0000,35.0000
1492.0000,288.0000,76.0000,34.0000
1495.0000,292.0000,77.0000,33.0000
1509.0000,294.0000,76.0000,33.0000
1530.0000,296.0000,78.0000,31.0000
1552.0000,301.0000,80.0000,31.0000
1559.0000,316.0000,78.0000,32.0000
1568.0000,323.0000,75.0000,36.0000
1581.0000,325.0000,71.0000,40.0000
1592.0000,324.0000,68.0000,43.0000
1597.0000,317.0000,67.0000,45.0000
1596.0000,308.0000,65.0000,48.0000
1597.0000,303.0000,64.0000,49.0000
1596.0000,296.0000,63.0000,50.0000
1598.0000,286.0000,63.0000,50.0000
1599.0000,282.0000,63.0000,49.0000
1599.0000,275.0000,65.0000,48.0000
1597.0000,270.0000,69.0000,44.0000
1594.0000,263.0000,74.0000,41.0000
1592.0000,261.0000,78.0000,39.0000
1590.0000,252.0000,80.0000,39.0000
1591.0000,246.0000,82.0000,39.0000
1590.0000,235.0000,81.0000,39.0000
1586.0000,230.0000,80.0000,40.0000
1580.0000,222.0000,77.0000,40.0000
1574.0000,217.0000,74.0000,41.0000
1568.0000,215.0000,71.0000,41.0000
1564.0000,212.0000,69.0000,42.0000
1560.0000,209.0000,67.0000,42.0000
1557.0000,206.0000,65.0000,43.0000
1554.0000,201.0000,65.0000,44.0000
1551.0000,198.0000,65.0000,44.0000
1546.0000,197.0000,66.0000,43.0000
1543.0000,198.0000,67.0000,43.0000
1536.0000,201.0000,68.0000,44.0000
1528.0000,205.0000,70.0000,45.0000
1512.0000,207.0000,70.0000,45.0000
1488.0000,204.0000,71.0000,44.0000
1449.0000,203.0000,72.0000,46.0000
1388.0000,212.0000,74.0000,47.0000
1332.0000,229.0000,75.0000,48.0000
1281.0000,238.0000,75.0000,47.0000
1224.0000,250.0000,77.0000,47.0000
1174.0000,262.0000,76.0000,47.0000
1125.0000,273.0000,77.0000,48.0000
1079.0000,284.0000,78.0000,47.0000
1029.0000,294.0000,78.0000,47.0000
983.0000,308.0000,79.0000,47.0000
932.0000,321.0000,80.0000,48.0000
887.0000,336.0000,80.0000,48.0000
841.0000,351.0000,80.0000,48.0000
797.0000,365.0000,80.0000,50.0000
745.0000,384.0000,81.0000,52.0000
699.0000,402.0000,82.0000,53.0000
653.0000,420.0000,83.0000,54.0000
607.0000,438.0000,85.0000,56.0000
568.0000,455.0000,85.0000,57.0000
519.0000,476.0000,86.0000,58.0000
469.0000,496.0000,89.0000,59.0000
429.0000,517.0000,89.0000,61.0000
425.0000,512.0000,88.0000,60.0000
413.0000,515.0000,85.0000,63.0000
410.0000,517.0000,82.0000,67.0000
407.0000,527.0000,79.0000,68.0000
406.0000,540.0000,77.0000,70.0000
404.0000,547.0000,74.0000,72.0000
401.0000,553.0000,70.0000,74.0000
399.0000,553.0000,67.0000,76.0000
398.0000,554.0000,62.0000,80.0000
386.0000,554.0000,62.0000,80.0000
383.0000,557.0000,61.0000,81.0000
390.0000,550.0000,57.0000,83.0000
397.0000,541.0000,55.0000,84.0000
400.0000,537.0000,57.0000,82.0000
410.0000,536.0000,59.0000,79.0000
415.0000,530.0000,62.0000,76.0000
418.0000,525.0000,65.0000,73.0000
