1
653.0000,272.0000,25.0000,137.0000
653.0000,276.0000,27.0000,137.0000
654.0000,278.0000,29.0000,137.0000
654.0000,278.0000,30.0000,138.0000
649.0000,281.0000,32.0000,140.0000
641.0000,281.0000,33.0000,140.0000
638.0000,284.0000,34.0000,138.0000
642.0000,286.0000,35.0000,139.0000
642.0000,285.0000,36.0000,139.0000
638.0000,286.0000,36.0000,141.0000
634.0000,289.0000,38.0000,141.0000
631.0000,296.0000,38.0000,144.0000
629.0000,305.0000,38.0000,146.0000
622.0000,309.0000,38.0000,145.0000
618.0000,311.0000,38.0000,144.0000
621.0000,308.0000,38.0000,143.0000
626.0000,306.0000,39.0000,141.0000
635.0000,302.0000,39.0000,141.0000
634.0000,296.0000,38.0000,141.0000
632.0000,298.0000,38.0000,140.0000
627.0000,298.0000,39.0000,140.0000
628.0000,302.0000,41.0000,137.0000
639.0000,299.0000,41.0000,138.0000
643.0000,297.0000,41.0000,137.0000
646.0000,294.0000,41.0000,136.0000
649.0000,293.0000,41.0000,136.0000
646.0000,295.0000,42.0000,135.0000
646.0000,294.0000,42.0000,134.0000
648.0000,288.0000,42.0000,134.0000
650.0000,283.0000,42.0000,134.0000
652.0000,279.0000,42.0000,133.0000
655.0000,276.0000,42.0000,134.0000
657.0000,269.0000,43.0000,134.0000
658.0000,264.0000,43.0000,134.0000
652.0000,259.0000,44.0000,134.0000
646.0000,255.0000,45.0000,133.0000
642.0000,254.0000,45.0000,133.0000
639.0000,253.0000,45.0000,133.0000
639.0000,250.0000,44.0000,133.0000
636.0000,249.0000,44.0000,133.0000
632.0000,248.0000,43.0000,132.0000
626.0000,250.0000,44.0000,131.0000
618.0000,249.0000,44.0000,130.0000
621.0000,250.0000,44.0000,132.0000
630.0000,242.0000,44.0000,132.0000
630.0000,238.0000,43.0000,132.0000
627.0000,237.0000,43.0000,131.0000
625.0000,237.0000,42.0000,131.0000
628.0000,240.0000,42.0000,131.0000
634.0000,240.0000,44.0000,130.0000
638.0000,239.0000,44.0000,129.0000
638.0000,238.0000,46.0000,128.0000
637.0000,239.0000,47.0000,126.0000
636.0000,239.0000,47.0000,124.0000
635.0000,239.0000,47.0000,123.0000
638.0000,240.0000,46.0000,121.0000
643.0000,244.0000,46.0000,120.0000
646.0000,244.0000,45.0000,119.0000
649.0000,241.0000,44.0000,119.0000
651.0000,242.0000,45.0000,119.0000
654.0000,242.0000,47.0000,119.0000
657.0000,242.0000,47.0000,119.0000
660.0000,240.0000,47.0000,120.0000
674.0000,236.0000,46.0000,122.0000
678.0000,234.0000,45.0000,124.0000
683.0000,232.0000,44.0000,126.0000
689.0000,229.0000,43.0000,129.0000
693.0000,223.0000,43.0000,129.0000
696.0000,222.0000,43.0000,131.0000
697.0000,220.0000,43.0000,132.0000
696.0000,217.0000,43.0000,133.0000
696.0000,213.0000,43.0000,135.0000
696.0000,208.0000,43.0000,136.0000
698.0000,205.0000,43.0000,137.0000
699.0000,203.0000,43.0000,137.0000
699.0000,201.0000,43.0000,137.0000
699.0000,198.0000,43.0000,136.0000
699.0000,194.0000,43.0000,136.0000
701.0000,193.0000,44.0000,135.0000
707.0000,199.0000,45.0000,131.0000
720.0000,193.0000,46.0000,129.0000
735.0000,191.0000,46.0000,129.0000
748.0000,186.0000,46.0000,129.0000
743.0000,189.0000,46.0000,129.0000
740.0000,195.0000,46.0000,129.0000
741.0000,201.0000,46.0000,130.0000
747.0000,208.0000,46.0000,130.0000
743.0000,209.0000,46.0000,131.0000
