1
128.0000,472.0000,24.0000,61.0000
133.0000,502.0000,24.0000,61.0000
149.0000,554.0000,24.0000,61.0000
155.0000,573.0000,24.0000,60.0000
154.0000,579.0000,24.0000,61.0000
152.0000,583.0000,24.0000,61.0000
154.0000,585.0000,24.0000,62.0000
156.0000,584.0000,24.0000,61.0000
156.0000,584.0000,25.0000,60.0000
157.0000,584.0000,25.0000,59.0000
158.0000,586.0000,25.0000,58.0000
158.0000,585.0000,24.0000,57.0000
159.0000,583.0000,24.0000,56.0000
158.0000,586.0000,24.0000,55.0000
158.0000,587.0000,24.0000,53.0000
159.0000,595.0000,24.0000,54.0000
160.0000,596.0000,24.0000,53.0000
160.0000,598.0000,23.0000,54.0000
163.0000,605.0000,23.0000,56.0000
162.0000,624.0000,23.0000,57.0000
162.0000,632.0000,22.0000,58.0000
166.0000,651.0000,23.0000,59.0000
176.0000,670.0000,23.0000,59.0000
192.0000,698.0000,24.0000,58.0000
208.0000,719.0000,25.0000,55.0000
233.0000,745.0000,28.0000,52.0000
266.0000,770.0000,30.0000,49.0000
316.0000,800.0000,32.0000,48.0000
347.0000,810.0000,35.0000,44.0000
376.0000,827.0000,36.0000,43.0000
390.0000,838.0000,36.0000,43.0000
402.0000,842.0000,35.0000,43.0000
405.0000,848.0000,35.0000,43.0000
408.0000,847.0000,36.0000,42.0000
410.0000,848.0000,37.0000,40.0000
418.0000,849.0000,39.0000,39.0000
440.0000,850.0000,38.0000,39.0000
480.0000,852.0000,38.0000,38.0000
520.0000,845.0000,38.0000,38.0000
558.0000,833.0000,38.0000,38.0000
576.0000,817.0000,38.0000,37.0000
578.0000,804.0000,36.0000,38.0000
583.0000,786.0000,37.0000,37.0000
581.0000,774.0000,35.0000,38.0000
573.0000,761.0000,36.0000,38.0000
565.0000,758.0000,35.0000,38.0000
566.0000,755.0000,35.0000,39.0000
563.0000,757.0000,35.0000,40.0000
564.0000,756.0000,35.0000,40.0000
564.0000,756.0000,35.0000,40.0000
565.0000,756.0000,34.0000,41.0000
566.0000,752.0000,34.0000,42.0000
565.0000,748.0000,34.0000,44.0000
567.0000,750.0000,33.0000,44.0000
569.0000,751.0000,33.0000,44.0000
569.0000,751.0000,34.0000,44.0000
568.0000,745.0000,34.0000,45.0000
566.0000,741.0000,35.0000,45.0000
565.0000,737.0000,34.0000,45.0000
564.0000,738.0000,35.0000,45.0000
563.0000,738.0000,35.0000,46.0000
560.0000,735.0000,36.0000,45.0000
558.0000,732.0000,36.0000,46.0000
558.0000,732.0000,36.0000,46.0000
557.0000,731.0000,37.0000,47.0000
556.0000,730.0000,38.0000,47.0000
555.0000,730.0000,38.0000,47.0000
554.0000,730.0000,39.0000,48.0000
553.0000,730.0000,40.0000,48.0000
551.0000,733.0000,40.0000,48.0000
551.0000,731.0000,41.0000,48.0000
554.0000,731.0000,40.0000,48.0000
555.0000,732.0000,40.0000,48.0000
554.0000,734.0000,40.0000,48.0000
552.0000,735.0000,40.0000,47.0000
550.0000,733.0000,41.0000,47.0000
548.0000,730.0000,41.0000,47.0000
546.0000,728.0000,41.0000,47.0000
540.0000,725.0000,42.0000,46.0000
539.0000,721.0000,42.0000,46.0000
539.0000,711.0000,42.0000,45.0000
534.0000,689.0000,41.0000,45.0000
535.0000,660.0000,41.0000,46.0000
539.0000,644.0000,39.0000,47.0000
547.0000,635.0000,40.0000,45.0000
579.0000,603.0000,41.0000,44.0000
599.0000,592.0000,42.0000,43.0000
610.0000,590.0000,44.0000,41.0000
625.0000,602.0000,46.0000,40.0000
661.0000,625.0000,46.0000,40.0000
697.0000,664.0000,45.0000,41.0000
707.0000,680.0000,46.0000,42.0000
710.0000,684.0000,44.0000,42.0000
716.0000,691.0000,44.0000,43.0000
719.0000,699.0000,43.0000,44.0000
718.0000,702.0000,43.0000,45.0000
718.0000,705.0000,42.0000,45.0000
718.0000,707.0000,41.0000,47.0000
719.0000,709.0000,41.0000,48.0000
715.0000,715.0000,40.0000,48.0000
709.0000,722.0000,40.0000,48.0000
700.0000,736.0000,39.0000,49.0000
685.0000,750.0000,39.0000,50.0000
669.0000,764.0000,38.0000,51.0000
648.0000,779.0000,38.0000,50.0000
637.0000,793.0000,39.0000,50.0000
631.0000,793.0000,40.0000,49.0000
628.0000,791.0000,42.0000,49.0000
621.0000,791.0000,42.0000,49.0000
616.0000,794.0000,42.0000,49.0000
604.0000,803.0000,43.0000,49.0000
588.0000,813.0000,43.0000,49.0000
566.0000,822.0000,46.0000,47.0000
536.0000,830.0000,49.0000,46.0000
507.0000,844.0000,50.0000,45.0000
496.0000,844.0000,50.0000,46.0000
492.0000,852.0000,50.0000,48.0000
484.0000,855.0000,49.0000,48.0000
482.0000,854.0000,49.0000,48.0000
482.0000,853.0000,50.0000,48.0000
479.0000,850.0000,52.0000,47.0000
476.0000,845.0000,54.0000,46.0000
457.0000,846.0000,59.0000,44.0000
436.0000,844.0000,64.0000,41.0000
417.0000,840.0000,67.0000,40.0000
400.0000,835.0000,69.0000,38.0000
376.0000,827.0000,71.0000,38.0000
346.0000,804.0000,70.0000,39.0000
342.0000,790.0000,66.0000,43.0000
331.0000,782.0000,66.0000,43.0000
326.0000,781.0000,66.0000,43.0000
316.0000,780.0000,67.0000,43.0000
306.0000,779.0000,69.0000,42.0000
303.0000,777.0000,70.0000,42.0000
307.0000,770.0000,69.0000,42.0000
314.0000,764.0000,65.0000,45.0000
329.0000,747.0000,60.0000,49.0000
351.0000,736.0000,58.0000,49.0000
373.0000,722.0000,58.0000,49.0000
401.0000,715.0000,58.0000,50.0000
415.0000,708.0000,60.0000,49.0000
428.0000,702.0000,63.0000,48.0000
445.0000,704.0000,67.0000,45.0000
460.0000,699.0000,68.0000,43.0000
462.0000,683.0000,64.0000,46.0000
464.0000,653.0000,60.0000,49.0000
461.0000,617.0000,56.0000,51.0000
449.0000,571.0000,54.0000,52.0000
434.0000,532.0000,53.0000,52.0000
399.0000,479.0000,53.0000,52.0000
362.0000,464.0000,54.0000,52.0000
342.0000,459.0000,57.0000,51.0000
312.0000,460.0000,58.0000,50.0000
301.0000,451.0000,58.0000,50.0000
295.0000,445.0000,58.0000,51.0000
293.0000,420.0000,56.0000,52.0000
278.0000,387.0000,54.0000,53.0000
265.0000,334.0000,51.0000,55.0000
252.0000,280.0000,48.0000,57.0000
242.0000,262.0000,49.0000,55.0000
243.0000,258.0000,49.0000,55.0000
254.0000,254.0000,47.0000,55.0000
268.0000,245.0000,46.0000,55.0000
283.0000,229.0000,47.0000,53.0000
310.0000,215.0000,49.0000,51.0000
318.0000,211.0000,50.0000,50.0000
331.0000,211.0000,52.0000,50.0000
333.0000,206.0000,51.0000,50.0000
324.0000,209.0000,49.0000,50.0000
309.0000,218.0000,47.0000,53.0000
297.0000,235.0000,49.0000,52.0000
275.0000,253.0000,54.0000,48.0000
255.0000,271.0000,59.0000,46.0000
230.0000,297.0000,60.0000,46.0000
197.0000,315.0000,64.0000,44.0000
190.0000,319.0000,66.0000,42.0000
188.0000,320.0000,68.0000,41.0000
192.0000,321.0000,69.0000,40.0000
204.0000,321.0000,67.0000,41.0000
212.0000,324.0000,61.0000,44.0000
222.0000,329.0000,57.0000,47.0000
232.0000,339.0000,52.0000,50.0000
240.0000,361.0000,48.0000,52.0000
244.0000,397.0000,44.0000,56.0000
247.0000,440.0000,40.0000,59.0000
241.0000,477.0000,38.0000,61.0000
223.0000,498.0000,40.0000,58.0000
